CompanyID,Company,Val_B_M,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,fund_B_M,Funding,FundinginMillions,Select Investors
768,CarDekho,B,1,10/13/21,E-commerce & direct-to-consumer,Jaipur,India,Asia,1/1/08,M,448M,448,"Sequoia Capital India, Hillhouse Capital Management, Sunley House Capital Management"
769,Copado,B,1,9/13/21,Data management & analytics,Chicago,United States,North America,1/1/13,M,271M,271,"Insight Partners, Salesforce Ventures, Perpetual Investors"
770,DailyPay,B,1,5/18/21,Fintech,New York,United States,North America,1/1/16,M,189M,189,"RPM Ventures, Inspiration Ventures, Carrick Capital Partners"
771,FloQast,B,1,7/21/21,Fintech,Los Angeles,United States,North America,1/1/13,M,230M,230,"Polaris Partners, Insight Partners, Norwest Venture Partners"
772,Gem,B,1,9/28/21,Internet software & services,San Francisco,United States,North America,1/1/17,M,148M,148,"Accel, Greylock Partners, Meritech Capital Partners"
773,GrubMarket,B,1,9/14/21,E-commerce & direct-to-consumer,San Francisco,United States,North America,1/1/13,M,382M,382,"GGV Capital, BlackRock, ACE & Company"
774,Helium Systems,B,1,2/22/22,Internet software & services,San Francisco,United States,North America,1/1/13,M,365M,365,"FirstMark Capital, Tiger Global Management, FTX Venture"
775,Inari,B,1,5/12/21,Other,Cambridge,United States,North America,1/1/16,M,337M,337,"Flagship Pioneering, Alexandria Venture Investments, Investment Corporation of Dubai"
776,Jokr,B,1,12/2/21,E-commerce & direct-to-consumer,New York,United States,North America,1/1/21,M,430M,430,"GGV Capital, Tiger Global Management, Greycroft"
777,LivSpace,B,1,2/8/22,E-commerce & direct-to-consumer,Bengaluru,India,Asia,1/1/15,M,427M,427,"Jungle Ventures, Helion Venture Partners, INGKA Investments"
778,Merama,B,1,12/9/21,E-commerce & direct-to-consumer,Mexico City,Mexico,North America,1/1/20,M,345M,345,"SoftBank Latin America Fund, Advent International, Balderton Capital"
779,MindTickle,B,1,8/3/21,Internet software & services,San Francisco,United States,North America,1/1/12,M,281M,281,"Qualcomm Ventures, Accel, Canaan Partners"
780,MyGlamm,B,1,11/10/21,E-commerce & direct-to-consumer,Mumbai,India,Asia,1/1/15,M,310M,310,"L'Occitane, Trifecta Capital, Bessemer Venture Partners"
781,Oda,B,1,6/2/21,E-commerce & direct-to-consumer,Oslo,Norway,Europe,1/1/13,M,337M,337,"Kinnevik, Softbank Group, Prosus Ventures"
782,Offchain Labs,B,1,8/31/21,Internet software & services,Princeton,United States,North America,1/1/18,M,124M,124,"Pantera Capital, Polychain Capital, Lightspeed Venture Partners"
783,Phantom,B,1,1/31/22,Fintech,San Francisco,United States,North America,1/1/21,M,118M,118,"Paradigm, Andreessen Horowitz, Jump Capital"
784,Pilot.com,B,1,3/26/21,Fintech,San Francisco,United States,North America,1/1/16,M,161M,161,"Index Ventures, Sequoia Capital, Bezos Expeditions"
785,Prime Medicine,B,1,7/13/21,Health,Cambridge,United States,North America,1/1/19,M,315M,315,"Newpath Partners, Google Ventures, F-Prime Capital"
786,Public,B,1,2/17/21,Fintech,New York,United States,North America,1/1/08,M,309M,309,"Accel, Greycroft, Advancit Capital"
787,Qumulo,B,1,7/16/20,Data management & analytics,Seattle,United States,North America,1/1/12,M,347M,347,"Madrona Venture Group, Kleiner Perkins Caufield & Byers, Highland Capital Partners"
788,Rohlik,B,1,7/1/21,"Supply chain, logistics, & delivery",Prague,Czech Republic,Europe,1/1/19,M,380M,380,"Partech Partners, Index Ventures, Quadrille Capital"
789,SeekOut,B,1,1/12/22,Internet software & services,Bellevue,United States,North America,1/1/17,M,189M,189,"Mayfield, Madrona Venture Group, Tiger Global Management"
790,SmartMore,B,1,6/24/21,Artificial Intelligence,Shenzhen,China,Asia,1/1/19,M,300M,300,"IDG Capital, ZhenFund, Sequoia Capital China"
791,Tealium,B,1,2/3/21,Internet software & services,San Diego,United States,North America,1/1/08,M,264M,264,"Georgian Partners, Silver Lake, Presidio Ventures"
792,UpGrad,B,1,8/9/21,Edtech,Mumbai,India,Asia,1/1/15,M,194M,194,"Qualcomm Ventures, Accel, Canaan Partners"
793,Workhuman,B,1,6/23/20,Internet software & services,Dublin,Ireland,Europe,1/1/99,M,9M,9,ICG
794,Xpressbees,B,1,2/9/22,"Supply chain, logistics, & delivery",Pune,India,Asia,1/1/12,M,573M,573,"Norwest Venture Partners, Investcorp, Blackstone"
795,L&P Cosmetic,B,1,1/1/16,Consumer & retail,Seoul,South Korea,Asia,1/1/09,M,33M,33,CDIB Capital
796,Mininglamp Technology,B,1,3/27/19,Artificial intelligence,Beijing,China,Asia,1/1/14,M,787M,787,"Russia-China Investment Fund, Tencent Holdings, Sequoia Capital China"
797,Luoji Siwei,B,1,7/20/17,Edtech,Beijing,China,Asia,1/1/12,M,144M,144,"Sequoia Capital China, Qiming Venture Partners, Tencent Holdings"
798,IRL,B,1,6/15/21,Internet software & services,San Francisco,United States,North America,1/1/17,M,197M,197,"Goodwater Capital, Floodgate, Founders Fund"
799,Modern Health,B,1,2/11/21,Health,San Francisco,United States,North America,1/1/17,M,167M,167,"Kleiner Perkins Caufield & Byers, Afore Capital, Founders Fund"
800,Tuhu,B,1,9/15/18,Auto & transportation,Shanghai,China,Asia,1/1/11,M,875M,875,"Qiming Venture Partners, Yaxia Automobile, Far East Horizon"
801,CloudBees,B,1,12/9/21,Data management & analytics,San Jose,United States,North America,1/1/10,M,236M,236,"Matrix Partners, Lightspeed Venture Partners, Verizon Ventures"
802,Elemy,B,1,10/6/21,Health,San Francisco,United States,North America,1/1/19,M,323M,323,"General Catalyst, Bling Capital, Felicis Ventures"
803,Guideline,B,1,6/16/21,Fintech,San Mateo,United States,North America,1/1/15,M,339M,339,"Pelion Venture Partners, Foundation Capital, Thoma Bravo"
804,Happy Money,B,1,2/8/22,Fintech,Tustin,United States,North America,1/1/09,M,192M,192,"FirstMark Capital, Anthemis, CMFG Ventures"
805,Rebellion Defense,B,1,9/16/21,Artificial intelligence,Washington DC,United States,North America,1/1/19,M,150M,150,"Venrock, Innovation Endeavors, Insights Partners"
806,STORD,B,1,9/13/21,"Supply chain, logistics, & delivery",Atlanta,United States,North America,1/1/15,M,205M,205,"Dynamo VC, Susa Ventures, Founders Fund"
807,At-Bay,B,1,7/27/21,Fintech,Mountain View,United States,North America,1/1/16,M,292M,292,"Lightspeed Venture Partners, Khosla Ventures, Munich Re Ventures"
808,TELD,B,1,12/16/19,Fintech,Qingdao,China,Asia,1/1/14,M,396M,396,"China Reform Fund, Gaopeng Capital, Jinhui Xingye"
809,Acko General Insurance,B,1,10/28/21,Fintech,Bengaluru,India,Asia,1/1/16,M,458M,458,"Intact Ventures, Munich Re Ventures, General Atlantic"
810,apna,B,1,9/15/21,Internet software & services,Bengaluru,India,Asia,1/1/19,M,193M,193,"Sequoia Capital India, Rocketship.vc, Lightspeed India Partners"
811,Beyond Identity,B,1,2/22/22,Cybersecurity,New York,United States,North America,1/1/19,M,205M,205,"New Enterprise Associates, Koch Disruptive Technologies, Evolution Equity Partners"
812,Carousell,B,1,9/15/21,E-commerce & direct-to-consumer,,Singapore,Asia,1/1/12,M,288M,288,"500 Global, Rakuten Ventures, Golden Gate Ventures"
813,Chief,B,1,3/31/22,Other,New York,United States,North America,1/1/19,M,140M,140,"General Catalyst, Inspired Capital, Flybridge Capital Partners"
814,CoinDCX,B,1,8/10/21,Fintech,Maharashtra,India,Asia,1/1/17,M,109M,109,"Polychain Capital, Coinbase Ventures, Jump Capital"
815,Daily Harvest,B,1,11/16/21,E-commerce & direct-to-consumer,New York,United States,North America,1/1/14,M,120M,120,"M13, Lightspeed Venture Partners, Lone Pine Capital"
816,Enpal,B,1,10/18/21,Internet software & services,Berlin,Germany,Europe,1/1/17,M,304M,304,"HV Capital, Softbank Group, BlackRock"
817,eSentire,B,1,2/22/22,Cybersecurity,Waterloo,Canada,North America,1/1/01,M,186M,186,"Edison Partners, Georgian Partners, VentureLink"
818,Firefly Aerospace,B,1,5/4/21,Other,Cedar Park,United States,North America,1/1/14,M,172M,172,"XBTO Ventures, Raven One Ventures, SK Ventures"
819,Fundbox,B,1,11/30/21,Fintech,San Francisco,United States,North America,1/1/13,M,404M,404,"Khosla Ventures, General Catalyst, Blumberg Capital"
820,G2,B,1,6/22/21,Internet software & services,Chicago,United States,North America,1/1/12,M,258M,258,"Pritzker Group Venture Capital, Accel, Hyde Park Venture Partners"
821,Gaussian Robotics,B,1,11/10/21,Hardware,Shanghai,China,Asia,1/1/13,M,325M,325,"BlueRun Ventures, Grand Flight Investment, Meituan Dianping"
822,GetYourGuide,B,1,5/16/19,Travel,Berlin,Germany,Europe,1/1/09,M,656M,656,"Spark Capital, Highland Europe, Sunstone Capital"
823,GlobalBees,B,1,12/28/21,E-commerce & direct-to-consumer,New Delhi,India,Asia,1/1/21,M,185M,185,"Chiratae Ventures, SoftBank Group, Trifecta Capital"
824,Ivalua,B,1,5/21/19,Fintech,Redwood City,United States,North America,1/1/00,M,134M,134,"Ardian, Tiger Global Management, KKR"
825,Juanpi,B,1,4/14/16,E-commerce & direct-to-consumer,Wuhan,China,Asia,1/1/12,M,136M,136,"Tiantu Capital, SAIF Partners China, Newsion Venture Capital"
826,Karat,B,1,10/13/21,Internet software & services,Seattle,United States,North America,1/1/14,M,169M,169,"8VC, Norwest Venture Partners, Tiger Global Management"
827,LEAD School,B,1,1/13/22,Edtech,Andheri,India,Asia,1/1/12,M,166M,166,"WestBridge Capital, GSV Ventures, Elevar Equity"
828,Nexthink,B,1,2/8/21,Data management & analytics,Prilly,Switzerland,Europe,1/1/04,M,346M,346,"Auriga, Galeo Ventures, Highland Europe"
829,People.ai,B,1,8/11/21,Internet software & services,San Francisco,United States,North America,1/1/17,M,200M,200,"GGV Capital, Lightspeed Venture Partners, ICONIQ Capital"
830,Pharmapacks,B,1,11/12/20,E-commerce & direct-to-consumer,Islandia,United States,North America,1/1/10,M,433M,433,The Carlyle Group
831,Rightway,B,1,3/30/21,Health,New York,United States,North America,1/1/17,M,130M,130,"Thrive Capital, Khosla Ventures, Tiger Global Management"
832,Sennder,B,1,1/14/21,"Supply chain, logistics, & delivery",Berlin,Germany,Europe,1/1/15,M,340M,340,"Accelm Scania Growth Capital, Lakestar"
833,Sisense,B,1,1/9/20,Data management & analytics,New York,United States,North America,1/1/04,M,274M,274,"Opus Capital, Genesis Partners, Battery Ventures"
834,Staffbase,B,1,3/15/22,Internet software & services,Chemnitz,Germany,Europe,1/1/14,M,307M,307,"Insight Partners, e.ventures, General Atlantic"
835,Sunbit,B,1,5/20/21,Fintech,Los Angeles,United States,North America,1/1/16,M,210M,210,"Zeev Ventures, Group11, Chicago Ventures"
836,TangoMe,B,1,3/20/14,Mobile & telecommunications,Mountain View,United States,North America,1/1/09,M,361M,361,"Draper Fisher Jurtson, Qualcomm Ventures, Alibaba Group"
837,The Bank of London,B,1,11/30/21,Fintech,London,United Kingdom,Europe,1/1/18,M,90M,90,"Mangrove Capital Partners,14W, ForgeLight"
838,Zego,B,1,3/9/21,Fintech,London,United Kingdom,Europe,1/1/16,M,202M,202,"LocalGlobe, Balderton Capital, Target Global"
839,Nxin,B,1,9/18/18,Internet software & services,Beijing,China,Asia,1/1/15,M,53M,53,"Beijing Juneng Hesheng Industry Investment Fund, Beijing Shuju Xinrong Fund"
840,Mamaearth,B,1,12/28/21,E-commerce & direct-to-consumer,Gurgaon,India,Asia,1/1/16,M,111M,111,"Fireside Ventures, Sequoia Capital India, Stellaris Venture Partners"
841,Radius Payment Solutions,B,1,11/27/17,Fintech,Crewe,United Kingdom,Europe,1/1/90,M,200M,200,Inflexion Private Equity
842,Rivigo,B,1,7/11/19,"Supply chain, logistics, & delivery",Gurgaon,India,Asia,1/1/14,M,247M,247,"SAIF Partners India, Warburg Pincus, Trifecta Capital Advisors"
843,Rubicon,B,1,8/25/17,Other,Atlanta,United States,North America,1/1/08,M,223M,223,"Goldman Sachs, Leonardo DiCaprio, Promecap"
844,Socar,B,1,10/16/20,Auto & transportation,Jeju-do,South Korea,Asia,1/1/12,M,408M,408,"Bain Capital, Altos Ventures, Songhyun Investment"
845,MobileCoin,B,1,7/7/21,Fintech,San Francisco,United States,North America,1/1/18,M,107M,107,"General Catalyst, Future Ventures, AU21"
846,Density,B,1,11/10/21,Hardware,San Francisco,United States,North America,1/1/14,M,217M,217,"Founders Fund, Upfront Ventures, 01 Advisors"
847,Instabase,B,1,10/21/19,Data management & analytics,San Francisco,United States,North America,1/1/15,M,132M,132,"New Enterprise Associates, Greylock Partners, Andreessen Horowitz"
848,Jiuxian,B,1,7/30/15,E-commerce & direct-to-consumer,Beijing,China,Asia,1/1/09,M,250M,250,"Sequoia Capital China, Rich Land Capital, Merrysunny Wealth"
849,Matrixport,B,1,6/1/21,Fintech,,Singapore,Asia,1/1/19,M,100M,100,"Dragonfly Captial, Qiming Venture Partners, DST Global"
850,Mixpanel,B,1,11/15/21,Internet software & services,San Francisco,United States,North America,1/1/09,M,277M,277,"Bain Capital Tech Opportunities, Andreessen Horowitz, Sequoia Capital"
851,Sendbird,B,1,4/6/21,Mobile & telecommunications,San Mateo,United States,North America,1/1/13,M,221M,221,"FundersClub, Y Combinator, Tiger Global Management"
852,OrCam Technologies,B,1,2/20/18,Artificial intelligence,Jerusalem,Israel,Asia,1/1/10,M,86M,86,"Intel Capital, Aviv Venture Capital"
853,Leap Motor,B,1,11/20/18,Auto & transportation,Hangzhou,China,Asia,1/1/15,M,1B,1000,"Sequoia Capital China, Gopher Asset Management, Shanghai Electric Group"
854,1KMXC,B,1,8/30/21,Hardware,Hangzhou,China,Asia,1/1/14,M,86M,86,"Goldman Sachs Asset Management, SDP Investment, Alibaba Group"
855,58 Daojia,B,1,10/12/15,Internet software & services,Beijing,China,Asia,1/1/14,M,300M,300,"KKR, Alibaba Group, Ping An Insurance"
856,Agile Robots,B,1,9/9/21,Hardware,Munich,Germany,Europe,1/1/18,M,240M,240,"Hillhouse Capital Management, Sequoia Capital China, Linear Venture"
857,Aibee,B,1,4/13/21,Artificial intelligence,Beijing,China,Asia,1/1/17,M,273M,273,"Sequoia Capital China, Lenovo Capital and Incubator, Group GSR Ventures"
858,Aircall,B,1,6/23/21,Internet software & services,New York,United States,North America,1/1/14,M,226M,226,"Balderton Capital, Next World Capital, Draper Esprit"
859,Ajaib,B,1,10/4/21,Fintech,Jakarta,Indonesia,Asia,1/1/18,M,245M,245,"Softbank Ventures Asia, Alpha JWC Ventures, Insignia Ventures Partners"
860,Alto Pharmacy,B,1,1/30/20,Health,San Francisco,United States,North America,1/1/15,M,524M,524,"Jackson Square Ventures, Greenoaks Capital Management, Softbank Group"
861,Amagi,B,1,3/16/22,Internet software & services,Bengaluru,India,Asia,1/1/08,M,240M,240,"Mayfield, Accel, Norwest Venture Partners"
862,Amount,B,1,5/17/21,Fintech,Chicago,United States,North America,1/1/19,M,243M,243,"Invus Group, Hanaco Venture Capital, WestCap Group"
863,Amperity,B,1,7/13/21,Artificial intelligence,Seattle,United States,North America,1/1/16,M,187M,187,"Madrona Venture Group, Tiger Global Management, Madera Technology Partners"
864,Anyscale,B,1,12/7/21,Artificial Intelligence,Berkeley,United States,North America,1/1/19,M,160M,160,"Andreessen Horowitz, Intel Capital, Foundation Capital"
865,Aptos,B,1,3/15/22,Internet software & services,Palo Alto,United States,North America,1/1/21,M,200M,200,"Andreessen Horowitz, Coinbase Ventures, Tiger Global Management"
866,Aqua Security,B,1,3/10/21,Cybersecurity,Ramat Gan,Israel,Asia,1/1/15,M,265M,265,"TLV Partners, Lightspeed Venture Partners, M12"
867,Assembly,B,1,9/21/21,Internet software & services,Culver City,United States,North America,1/1/19,,,,"Advent International, PSG, Providence Equity Partners"
868,Assent,B,1,1/6/22,"Supply chain, logistics, & delivery",Ottawa,Canada,North America,1/1/10,M,534M,534,"Vista Equity Partners, Warburg Pincus, First Ascent Ventures"
869,Augury,B,1,10/26/21,Artificial intelligence,New York,United States,North America,1/1/11,M,294M,294,"Lerer Hippeau, Munich Re Ventures, Eclipse Ventures"
870,Axelar,B,1,2/15/22,Internet software & services,Waterloo,Canada,North America,1/1/20,M,64M,64,"Lemniscap VC, North Island Ventures, Polychain Capital"
871,Axiom Space,B,1,2/16/21,Other,Houston,United States,North America,1/1/16,M,150M,150,"C5 Capital, Hemisphere Ventures, The Venture Collective"
872,Banma Network Technologies,B,1,9/13/18,Auto & transportation,Shanghai,China,Asia,1/1/15,M,697M,697,"Yunfeng Capital, SDIC Innovation Investment Management, Shang Qi Capital"
873,BeiBei,B,1,1/22/15,E-commerce & direct-to-consumer,Hangzhou,China,Asia,1/1/11,M,224M,224,"Banyan Capital, New Horizon Capital, IDG Capital Partners"
874,BenevolentAI,B,1,6/2/15,Artificial intelligence,London,United Kingdom,Europe,1/1/13,M,292M,292,Woodford Investment Management
875,Berlin Brands Group,B,1,9/1/21,E-commerce & direct-to-consumer,Berlin,Germany,Europe,1/1/05,M,800M,800,"Ardian, Bain Capital"
876,Betterfly,B,1,2/1/22,Artificial intelligence,Santiago,Chile,South America,1/1/18,M,205M,205,"QED Investors, DST Global, Endeavor"
877,BitFury,B,1,11/6/18,Hardware,Amsterdam,Netherlands,Europe,1/1/11,M,170M,170,"Georgian Co-Investment Fund, iTech Capital, Galaxy Digital"
878,BlackBuck,B,1,7/22/21,"Supply chain, logistics, & delivery",Bengaluru,India,Asia,1/1/15,M,352M,352,"Accel, Sands Capital, International Finance Corporation"
879,Bluecore,B,1,8/5/21,Artificial intelligence,New York,United States,North America,1/1/13,M,238M,238,"FirstMark Capital, Georgian Partners, Norwest Venture Partners"
880,BlueVoyant,B,1,2/23/22,Cybersecurity,New York,United States,North America,1/1/17,M,526M,526,"8VC, Liberty Strategic Capital, Eden Global Partners"
881,bolttech,B,1,7/1/21,Fintech,,Singapore,Asia,1/1/18,M,210M,210,"Mundi Ventures, Doqling Capital Partners, Activant Capital"
882,Boom Supersonic,B,1,12/16/20,Other,Englewood,United States,North America,1/1/14,M,241M,241,"WRVI Capital, Caffeinated Capital, Y Combinator"
883,Bringg,B,1,6/16/21,"Supply chain, logistics, & delivery",Tel Aviv,Israel,Asia,1/1/13,M,185M,185,"Salesforce Ventures, next47, Pereg Ventures"
884,C2FO,B,1,8/7/19,Fintech,Leawood,United States,North America,1/1/08,M,538M,538,"Union Square Ventures, Summerhill Venture Partners, Mithril Capital Management"
885,Cadence,B,1,12/14/21,Health,New York,United States,North America,1/1/20,M,141M,141,"Thrive Capital, General Catalyst, Coatue Management"
886,CAIS,B,1,1/11/22,Fintech,New York,United States,North America,1/1/09,M,406M,406,"Franklin Templeton, Motive Partners, Apollo Global Management"
887,Cameo,B,1,3/30/21,Internet software & services,Chicago,United States,North America,1/1/16,M,165M,165,"Lightspeed Venture Partners, Kleiner Perkins Caufield & Byers, Origin Ventures"
888,Capsule,B,1,4/28/21,Health,New York,United States,North America,1/1/16,M,570M,570,"Thrive Capital, Durable Capital Partners, G Squared"
889,CargoX,B,1,10/21/21,"Supply chain, logistics, & delivery",Sao Paulo,Brazil,South America,1/1/15,M,390M,390,"Valor Capital Group, Lightrock, Softbank Group"
890,Carro,B,1,6/14/21,E-commerce & direct-to-consumer,,Singapore,Asia,1/1/15,M,595M,595,"SingTel Innov8, Alpha JWC Ventures, Golden Gate Ventures"
891,Carson Group,B,1,7/14/21,Fintech,Lincoln,United States,North America,1/1/12,,,,Bain Capital
892,CHEQ,B,1,2/22/22,Cybersecurity,New York,United States,North America,1/1/14,M,182M,182,"Battery Ventures, Tiger Global Management, Hanaco Ventures"
893,Chronosphere,B,1,10/7/21,Data management & analytics,New York,United States,North America,1/1/19,M,254M,254,"Greylock Partners, Lux Capital, General Atlantic"
894,Cider,B,1,9/2/21,E-commerce & direct-to-consumer,,Hong Kong,Asia,1/1/20,M,140M,140,"Andreessen Horowitz, DST Global, IDG Capital"
895,Clara,B,1,12/6/21,Fintech,Mexico City,Mexico,North America,1/1/20,M,109M,109,"DST Global, General Catalyst, Monashees+"
896,Clearcover,B,1,4/13/21,Fintech,Chicago,United States,North America,1/1/16,M,305M,305,"American Family Ventures, Cox Enterprises, OMERS Ventures"
897,CommerceIQ,B,1,3/21/22,Artificial Intelligence,Palo Alto,United States,North America,1/1/12,M,196M,196,"Trinity Ventures, Madrona Venture Group, Shasta Ventures"
898,Contrast Security,B,1,11/9/21,Cybersecurity,Los Altos,United States,North America,1/1/14,M,269M,269,"Acero Capital, General Catalyst, M12"
899,Darwinbox,B,1,1/25/22,Internet software & services,Hyderabad,India,Asia,1/1/15,M,107M,107,"Lightspeed India Partners, Sequoia Capital India, Endiya Partners"
900,Dental Monitoring,B,1,10/21/21,Health,Paris,France,Europe,1/1/14,M,232M,232,"Vitruvian Partners, Merieux Equity Partners, Straumann"
901,DianRong,B,1,8/2/17,E-commerce & direct-to-consumer,Shanghai,China,Asia,1/1/12,M,549M,549,"Standard Chartered, FinSight Ventures, Affirma Capital"
902,Drata,B,1,11/8/21,Cybersecurity,San Diego,United States,North America,1/1/20,M,128M,128,"Cowboy Ventures, Leaders Fund, GGV Capital"
903,DriveNets,B,1,1/27/21,Internet software & services,Ra'anana,Israel,Asia,1/1/15,M,325M,325,"Bessemer Venture Partners, Pitango Venture Capital, D1 Capital Partners"
904,Dune Analytics,B,1,2/2/22,Data management & analytics,Oslo,Norway,Europe,1/1/18,M,79M,79,"Multicoin Capital, Coatue Management, Dragonfly Capital Partners"
905,Dxy.cn,B,1,4/10/18,Health,Hangzhou,China,Asia,1/1/00,M,682M,682,"Tencent Holdings, DCM Ventures"
906,EBANX,B,1,10/16/19,Fintech,Curitiba,Brazil,South America,1/1/12,M,460M,460,"FTV Capital, Endeavor"
907,EcoFlow,B,1,6/10/21,Hardware,Shenzhen,China,Asia,1/1/17,M,105M,105,"Delian Capital, China International Capital Corporation, Sequoia Capital China"
908,Electric,B,1,3/29/22,Cybersecurity,New York,United States,North America,1/1/16,M,209M,209,"Primary Venture Partners, Bessemer Venture Partners, Harmonic Growth Partners"
909,Emerging Markets Property Group,B,1,4/28/20,Other,Dubai,United Arab Emirates,Asia,1/1/15,M,279M,279,"OLX Group, KCK Group, EXOR Seeds"
910,Esusu,B,1,1/27/22,Fintech,New York,United States,North America,1/1/15,M,145M,145,"Next Play Ventures, Zeal Capital Partners, SoftBank Group"
911,Evidation,B,1,3/22/21,Health,San Mateo,United States,North America,1/1/12,M,259M,259,"B Capital Group,, GE Ventures, McKesson Ventures"
912,Expel,B,1,11/18/21,Cybersecurity,Herndon,United States,North America,1/1/16,M,258M,258,"Paladin Capital Group, Greycroft, Scale Venture Partners"
913,Fabric,B,1,10/26/21,"Supply chain, logistics, & delivery",New York,United States,North America,1/1/15,M,294M,294,"Innovation Endeavors, Aleph, Temasek"
914,Feedzai,B,1,3/24/21,Artificial intelligence,San Mateo,United States,North America,1/1/09,M,277M,277,"Global Founders Capital, Shea Ventures, Greycroft"
915,Fever Labs,B,1,1/26/22,Internet software & services,New York,United States,North America,1/1/12,M,299M,299,"Accel, 14W, GS Growth"
916,Fiture,B,1,4/14/21,Health,Chengdu,China,Asia,1/1/19,M,391M,391,"Bertelsmann Asia Investments, Sequoia Capital China, NIO Capital"
917,FLASH,B,1,3/16/22,Fintech,Austin,United States,North America,1/1/11,M,314M,314,"L Catterton, Trellis Partners, Vista Equity Partners"
918,Flash Express,B,1,2/1/21,"Supply chain, logistics, & delivery",Bangkok,Thailand,Asia,1/1/17,M,350M,350,"SCB 10X, Krungsri Finnovate, eWTP Capital"
919,FlashEx,B,1,8/27/18,"Supply chain, logistics, & delivery",Beijing,China,Asia,1/1/14,M,359M,359,"Prometheus Capital, Matrix Partners China, JD Capital Management"
920,Fractal Analytics,B,1,1/5/22,Data management & analytics,Mumbai,India,Asia,1/1/00,M,685M,685,"TPG Capital, Apax Partners, TA Associates"
921,Freshbooks,B,1,8/10/21,Fintech,Toronto,Canada,North America,1/1/04,M,156M,156,"Accomplice, Oak Investment Partners, Georgian Partners"
922,FXiaoKe,B,1,7/2/15,Mobile & telecommunications,Beijing,China,Asia,1/1/11,M,283M,283,"IDG Capital, Northern Light Venture Capital, DCM Ventures"
923,Gauntlet Networks,B,1,3/7/22,Fintech,New York,United States,North America,1/1/18,M,45M,45,"Polychain Capital, Paradigm, Ribbit Capital"
924,Geek+,B,1,11/21/18,Hardware,Beijing,China,Asia,1/1/15,M,439M,439,"Volcanics Ventures, Vertex Ventures China, Warburg Pincus"
925,Gelato,B,1,8/16/21,E-commerce & direct-to-consumer,Oslo,Norway,Europe,1/1/07,M,269M,269,"Greylock Partners, Google Ventures, BlackRock"
926,Glia,B,1,3/21/22,Fintech,New York,United States,North America,1/1/12,M,152M,152,"Wildcat Capital Management, Insight Partners, Tola Capital"
927,GO1,B,1,7/19/21,Internet software & services,Brisbane,Australia,Oceania,1/1/15,M,284M,284,"Y Combinator, M12, SEEK"
928,Groq,B,1,4/14/21,Artificial intelligence,Mountain View,United States,North America,1/1/16,M,362M,362,"TDK Ventures, Social Capital, D1 Capital Partners"
929,Hailo,B,1,10/12/21,Artificial intelligence,Tel Aviv,Israel,Asia,1/1/17,M,221M,221,"Glory Ventures, Maniv Mobility"
930,Haomao.AI,B,1,12/22/21,Artificial Intelligence,Beijing,China,Asia,1/1/19,M,157M,157,"Qualcomm Ventures, Nine Intelligence Capital, Hillhouse Capital Management"
931,Hasura,B,1,2/22/22,Internet software & services,Bengaluru,India,Asia,1/1/17,M,137M,137,"Nexus Venture Partners, Vertex Ventures, STRIVE"
932,HAYDON,B,1,9/24/21,Consumer & retail,Shanghai,China,Asia,1/1/20,M,100M,100,"Tencent Holdings, Hillhouse Capital Management"
933,Heyday,B,1,11/16/21,E-commerce & direct-to-consumer,Chicago,United States,North America,1/1/17,M,800M,800,"Khosla Ventures,General Catalyst, Victory Park Capital"
934,HMD Global,B,1,5/21/18,Mobile & telecommunications,Espoo,Finland,Europe,1/1/16,M,330M,330,Ginko Ventures
935,Hotmart,B,1,3/17/20,E-commerce & direct-to-consumer,Amsterdam,Netherlands,Europe,1/1/11,M,127M,127,"Technology Crossover Ventures, Alkeon Capital Management, General Atlantic"
936,Huike Group,B,1,5/24/18,Edtech,Beijing,China,Asia,1/1/10,M,302M,302,"Fosun RZ Capital, Oceanwide Holdings, Shenzhen Qianhe Capital Management Co."
937,Human Interest,B,1,8/4/21,Fintech,San Francisco,United States,North America,1/1/15,M,337M,337,"Wing Venture Capital, Slow Ventures, Uncork Capital"
938,Ibotta,B,1,8/6/19,Fintech,Denver,United States,North America,1/1/11,M,93M,93,"Koch Disruptive Technologies, Teamworthy Ventures, GGV Capital"
939,iCarbonX,B,1,4/12/16,Artificial intelligence,Shenzhen,China,Asia,1/1/15,M,200M,200,"Tencent, Vcanbio"
940,iFood,B,1,11/13/18,"Supply chain, logistics, & delivery",Osasco,Brazil,South America,1/1/11,M,592M,592,"Movile, Just Eat, Naspers"
941,InFarm,B,1,12/16/21,Other,Berlin,Germany,Europe,1/1/13,M,600M,600,"Atomico, Hanaco Venture Capital, TriplePoint Capital"
942,Infobip,B,1,7/30/20,Mobile & telecommunications,Vodnjan,Croatia,Europe,1/1/06,M,200M,200,One Equity Partners
943,Injective Protocol,B,1,4/20/21,Fintech,New York,United States,North America,1/1/18,M,17M,17,"Pantera Capital, Cadenza Ventures, BlockTower Capital"
944,Intellifusion,B,1,3/22/19,Artificial intelligence,Shenzhen,China,Asia,1/1/14,M,173M,173,"BOC International, TopoScend Capital, Hongxiu VC"
945,Interos,B,1,7/22/21,Fintech,Arlington,United States,North America,1/1/05,M,135M,135,"Kleiner Perkins Caufield & Byers, NightDragon Security, Venrock"
