CompanyID,Company,Val_B_M,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,fund_B_M,Funding,FundinginMillions,Select Investors
589,Quora,B,2,4/21/17,Internet software & services,Mountain View,United States,North America,1/1/09,M,226M,226,"Y Combinator, Matrix Partners, Benchmark"
590,Redis Labs,B,2,8/25/20,Data management & analytics,Mountain View,United States,North America,1/1/11,M,356M,356,"Viola Ventures, Dell Technologies Capital, Bain Capital Ventures"
591,SmartNews,B,2,8/5/19,Mobile & telecommunications,Tokyo,Japan,Asia,1/1/12,M,410M,410,"Japan Post Capital, Globis Capital Partners, Atomico"
592,Spring Health,B,2,9/16/21,Health,New York,United States,North America,1/1/16,M,296M,296,"Rethink Impact, Work-Bench, RRE Ventures"
593,StarkWare,B,2,11/17/21,Cybersecurity,Netanya,Israel,Asia,1/1/18,M,161M,161,"Sequoia Capital, Paradigm, Pantera Capital"
594,SWORD Health,B,2,11/22/21,Health,New York,United States,North America,1/1/15,M,296M,296,"Khosla Ventures, Green Innovations, Founders Fund"
595,Tier,B,2,10/25/21,Travel,Berlin,Germany,Europe,1/1/18,M,587M,587,"Northzone Ventures, White Star Capital, Novator Partners"
596,Trendy Group International,B,2,2/13/12,Consumer & retail,Kowloon,Hong Kong,Asia,1/1/99,M,200M,200,L Capital Partners
597,Unqork,B,2,10/6/20,Fintech,New York,United States,North America,1/1/17,M,365M,365,"Blackrock, capitalG, World Lab Innovation"
598,VerbIT,B,2,6/8/21,Artificial intelligence,New York,United States,North America,1/1/16,M,432M,432,"ClalTech, Vertex Ventures, Oryzn Capital"
599,Virta Health,B,2,12/2/20,Health,San Francisco,United States,North America,1/1/15,M,373M,373,"Caffeinated Capital, Obvious Ventures, Venrock"
600,Xinchao Media,B,2,4/9/18,Internet software & services,Chengdu,China,Asia,1/1/07,M,768M,768,"JD.com, Baidu, Vision Plus Capital"
601,Xingyun Group,B,2,9/24/20,E-commerce & direct-to-consumer,Shenzhen,China,Asia,1/1/15,M,950M,950,"Matrix Partners China, Eastern Bell Capital, Hongtai Capital Holdings"
602,XtalPi,B,2,8/11/21,Artificial intelligence,Shenzhen,China,Asia,1/1/14,M,786M,786,"Tencent Holdings, 5Y Capital, Sequoia Capital China"
603,Zilch,B,2,11/10/21,Fintech,London,United Kingdom,Europe,1/1/18,M,339M,339,"Gauss Ventures, Ventura Capital, dmg ventures"
604,56PINGTAI,B,1,1/25/21,"Supply chain, logistics, & delivery",Shanghai,China,Asia,1/1/13,M,188M,188,"QF Capital, QC Capital, Unicom Innovation Venture Capital"
605,Alzheon,B,1,9/30/20,Health,Framingham,United States,North America,1/1/13,M,94M,94,"ARCH Venture Partners, Ally Bridge Group"
606,Aprogen,B,1,5/31/19,Health,Seongnam-Si,South Korea,Asia,1/1/00,M,62M,62,"Lindeman Asia Investment, Nichi-Iko Pharmaceutical"
607,Axtria,B,1,5/13/21,Data management & analytics,Berkeley Heights,United States,North America,1/1/09,M,206M,206,"Helion Venture Partners, Bain Capital Tech Opportunities, Sequoia Capital India"
608,Cell C,B,1,8/7/17,Mobile & telecommunications,Midrand,South Africa,Africa,1/1/00,M,547M,547,"Blue Label Telecoms, Net1 UEPS Technologies"
609,China Cloud,B,1,6/11/18,Hardware,Wuxi,China,Asia,1/1/10,M,523M,523,"V Star Capital, GF Xinde Investment Management Co., Haitong Leading Capital Management"
610,CredAvenue,B,1,3/7/22,Fintech,Chennai,India,Asia,1/1/17,M,227M,227,"Insight Partners, B Capital Group, Lightspeed Venture Partners"
611,DeepBlue Technology,B,1,4/16/18,Artificial intelligence,Shanghai,China,Asia,1/1/14,M,79M,79,"DESUN Capital, Yunfeng Capital, Meridian Capital"
612,dMed Biopharmaceutical,B,1,7/12/21,Health,Shanghai,China,Asia,1/1/16,M,214M,214,"Qiming Venture Partners, Vivo Capital, Sequoia Capital China"
613,Einride,B,1,12/31/21,Auto & transportation,Stockholm,Sweden,Europe,1/1/16,M,151M,151,"Temasek, BUILD Capital Partners, Northzone Ventures"
614,EQRx,B,1,1/11/21,Health,Cambridge,United States,North America,1/1/20,M,700M,700,"Nextech Invest, Casdin Capital, Google Ventures"
615,Everly Health,B,1,12/3/20,E-commerce & direct-to-consumer,Austin,United States,North America,1/1/15,M,231M,231,"Highland Capital Partners, Next Coast Ventures, SoGal Ventures"
616,Fair,B,1,12/20/18,Auto & transportation,Santa Monica,United States,North America,1/1/16,M,2B,2000,"CreditEase Fintech Investment Fund, BMW i Ventures, SoftBank Group"
617,Flipboard,B,1,7/22/15,Internet software & services,Palo Alto,United States,North America,1/1/10,M,211M,211,"Kleiner Perkins Caufield & Byers, Comcast Ventures, Insight Partners"
618,Globality,B,1,1/22/19,Artificial intelligence,Menlo Park,United States,North America,1/1/15,M,310M,310,SoftBank Group
619,Hosjoy,B,1,10/18/18,E-commerce & direct-to-consumer,Nanjing,China,Asia,1/1/09,M,139M,139,"U.S.-China Green Fund, Founder H Fund, Richland Equities"
620,Huisuanzhang,B,1,5/24/21,Fintech,Beijing,China,Asia,1/1/15,M,227M,227,"IDG Capital, Gaocheng Capital, Chuanrong Capital"
621,HuJiang,B,1,10/29/15,Edtech,Shanghai,China,Asia,1/1/01,M,223M,223,"China Minsheng Investment, Baidu, Wanxin Media"
622,Hyperchain,B,1,4/11/21,Fintech,Hangzhou,China,Asia,1/1/16,M,249M,249,"Yinhong Equity Investment Fund, E Fund, Ideal International"
623,iTutorGroup,B,1,11/18/15,Edtech,Shanghai,China,Asia,1/1/98,M,315M,315,"QiMing Venture Partners, Temasek Holdings, Silverlink Capital"
624,JimuBox,B,1,4/21/15,Fintech,Beijing,China,Asia,1/1/13,M,131M,131,"Matrix Partners China, Ventech China, Shunwei Capital Partners"
625,Juma Peisong,B,1,11/26/18,"Supply chain, logistics, & delivery",Chengdu,China,Asia,1/1/11,M,281M,281,"Ding Xiang Capital, New Hope Fund, Sino-Ocean Capital"
626,Justworks,B,1,1/28/20,Internet software & services,New York,United States,North America,1/1/12,M,143M,143,"Index Ventures, Thrive Capital, Bain Capital Ventures"
627,Keenon Robotics,B,1,9/15/21,"Supply chain, logistics, & delivery",Shanghai,China,Asia,1/1/10,M,229M,229,"Yunqi Partners, SoftBank Group, iVision Ventures"
628,Kuaigou Dache,B,1,7/13/18,"Supply chain, logistics, & delivery",Tianjin,China,Asia,1/1/14,M,650M,650,"Sequoia Capital China, InnoVision Capital, Qianhai Fund of Funds"
629,LifeMiles,B,1,7/13/15,Other,Bogota,Colombia,South America,1/1/11,M,344M,344,Advent International
630,LinkSure Network,B,1,1/1/15,Mobile & telecommunications,Shanghai,China,Asia,1/1/13,M,52M,52,
631,MobiKwik,B,1,10/13/21,Fintech,Gurugram,India,Asia,1/1/09,M,249M,249,"Sequoia Capital India, The Times Group, GMO VenturePartners"
632,Modernizing Medicine,B,1,5/10/17,Health,Boca Raton,United States,North America,1/1/10,M,394M,394,"Warburg Pincus, Summit Partners, Sands Capital"
633,OVH,B,1,8/15/16,Other,Roubaix,France,Europe,1/1/99,M,1B,1000,"KKR, TowerBrook Capital Partners"
634,Phenom People,B,1,4/7/21,Internet software & services,Ambler,United States,North America,1/1/11,M,163M,163,"Sierra Ventures, AXA Venture Partners, Sigma Prime Ventures"
635,Pipa Coding,B,1,3/25/21,Edtech,Beijing,China,Asia,1/1/17,M,268M,268,"Source Code Capital, XVC Venture Capital, Hillhouse Capital Management"
636,Qingting FM,B,1,6/2/21,Internet software & services,Shanghai,China,Asia,1/1/11,M,164M,164,"China Culture Industrial Investment Fund, We Capital, China Minsheng Investment Group"
637,Rad Power Bikes,B,1,10/28/21,Auto & transportation,Seattle,United States,North America,1/1/07,M,329M,329,"Durable Capital Partners, Cercano Management, T. Rowe Price"
638,Shukun Technology,B,1,8/16/21,Artificial Intelligence,Beijing,China,Asia,1/1/17,M,211M,211,"Marathon Venture Partners, Huagai Capital, China Creation Ventures"
639,Shulan Health,B,1,3/1/21,Health,Hangzhou,China,Asia,1/1/15,M,43M,43,Qiming Venture Partners
640,SITECH DEV,B,1,5/16/19,Other,Guiyang,China,Asia,1/1/17,,,,China Prosperity Capital
641,Snapdeal,B,1,5/21/14,E-commerce & direct-to-consumer,New Delhi,India,Asia,1/1/08,M,2B,2000,"SoftBankGroup, Blackrock, Alibaba Group"
642,SumUp,B,1,7/16/19,Fintech,London,United Kingdom,Europe,1/1/11,M,1B,1000,"American Express Ventures, Goldman Sachs, Bain Capital Credit"
643,TalkingData,B,1,1/6/21,Mobile & telecommunications,Beijing,China,Asia,1/1/13,M,310M,310,"N5 Capital, CR Capital Mgmt, JD Digits"
644,TUNGEE,B,1,12/15/21,Artificial Intelligence,Guangzhou,China,Asia,1/1/16,M,171M,171,"UNITY VENTURES, Qiming Venture Partners, GGV Capital"
645,UISEE Technology,B,1,1/25/21,"Supply chain, logistics, & delivery",Beijing,China,Asia,1/1/16,M,154M,154,"Shenzhen Capital Group, Robert Bosch Venture Capital, SeptWolves Ventures"
646,Valgen Medtech,B,1,5/6/21,Health,Hangzhou,China,Asia,1/1/15,M,188M,188,"Sequoia Capital China, China Life Investment Holding Company, Qiming Venture Partners"
647,Vectra Networks,B,1,4/29/21,Artificial intelligence,San Jose,United States,North America,1/1/11,M,352M,352,"IA Ventures, Khosla Ventures, AME Cloud Ventures"
648,Venafi,B,1,12/10/20,Cybersecurity,Salt Lake City,United States,North America,1/1/00,M,174M,174,"Pelion Venture Partners, Foundation Capital, Thoma Bravo"
649,Wacai,B,1,7/18/18,Mobile & telecommunications,Hangzhou,China,Asia,1/1/09,M,369M,369,"Qiming Venture Partners, China Broadband Capital, CDH Investments"
650,WeBull,B,1,2/18/21,Fintech,Changsha,China,Asia,1/1/16,M,230M,230,"Bojiang Capital, Hongdao Capital, Mobai Capital"
651,WTOIP,B,1,4/8/18,Internet software & services,Guangzhou,China,Asia,1/1/13,M,307M,307,"Dark Horse Technology Group, Hopu Investment Management, Kefa Capital"
652,Xiaobing,B,1,7/12/21,Fintech,Beijing,China,Asia,1/1/20,,,,"NetEase Capital, Northern Light Venture Capital, Microsoft"
653,Xiaoe Tech,B,1,6/15/21,Internet software & services,Shenzhen,China,Asia,1/1/15,M,149M,149,"GGV Capital, Hillhouse Capital Management, IDG Capital"
654,Yiguo,B,1,11/9/16,"Supply chain, logistics, & delivery",Shanghai,China,Asia,1/1/05,M,800M,800,"Alibaba Group, KKR, Goldman Sachs"
655,Yimidida,B,1,1/14/19,"Supply chain, logistics, & delivery",Shanghai,China,Asia,1/1/15,M,554M,554,"Source Code Capital, Global Logistic Properties, K2VC"
656,Yipin Shengxian,B,1,3/11/19,E-commerce & direct-to-consumer,Hefei,China,Asia,1/1/17,M,658M,658,"Eastern Bell Capital, Capital Today, Longzhu Capital"
657,Ynsect,B,1,2/21/19,Other,Evry,France,Europe,1/1/11,M,393M,393,"Astanor Ventures, Upfront Ventures, IDInvest Partners"
658,Hello TransTech,B,1,6/1/18,Auto & transportation,Shanghai,China,Asia,1/1/16,M,2B,2000,"Ant Financial Services Group, GGV Capital"
659,Miaoshou Doctor,B,1,6/27/19,E-commerce & direct-to-consumer,Beijing,China,Asia,1/1/15,M,947M,947,"Sequoia Capital China, Qiming Venture Partners, Tencent Holdings"
660,ECARX,B,1,10/26/20,Auto & transportation,Wuhan,China,Asia,1/1/16,M,394M,394,"Geely, SIG Asia Investments, China State Capital Venture Capital Fund"
661,Eat Just,B,1,11/30/17,Consumer & retail,San Francisco,United States,North America,1/1/11,M,440M,440,"Khosla Ventures, Horizons Ventures, Founders Fund"
662,Trumid,B,1,7/15/20,Fintech,New York,United States,North America,1/1/14,M,660M,660,"T. Rowe Price, Dragoneer Investment Group, BlackRock"
663,Qualia,B,1,12/21/20,Fintech,San Francisco,United States,North America,1/1/15,M,160M,160,"8VC, Menlo Ventures, Tiger Global Management"
664,Beisen,B,1,5/11/21,Internet software & services,Beijing,China,Asia,1/1/02,M,388M,388,"Matrix Partners China, Sequoia Capital China, Genesis Capital"
665,Earnix,B,1,2/21/21,Fintech,Giv'atayim,Israel,Asia,1/1/01,M,98M,98,"Jerusalem Venture Partners, Israel Growth Partners, Insight Partners"
666,Kujiale,B,1,10/25/19,Internet software & services,Hangzhou,China,Asia,1/1/11,M,235M,235,"GGV Capital, IDG Capital, Linear Venture"
667,Orca Security,B,1,3/23/21,Cybersecurity,Portland,United States,North America,1/1/19,M,632M,632,"YL Ventures, Redpoint Ventures, GGV Capital"
668,Apus Group,B,1,1/16/15,Mobile & telecommunications,Beijing,China,Asia,1/1/14,M,116M,116,"Redpoint Ventures, QiMing Venture Partners, Chengwei Capital"
669,Forte Labs,B,1,5/12/21,Fintech,San Francisco,United States,North America,1/1/18,M,910M,910,"Iris Capital, Accel, Elaia Partners"
670,CureFit,B,1,11/10/21,Health,Bengaluru,India,Asia,1/1/16,M,665M,665,"Chiratae Ventures, Accel, Kalaari Capital"
671,DT Dream,B,1,6/8/17,Data management & analytics,Hangzhou,China,Asia,1/1/15,M,267M,267,"Alibaba Group, China Everbright Investment Management, Yinxinggu Capital"
672,fabric,B,1,2/24/22,E-commerce & direct-to-consumer,Bellevue,United States,North America,1/1/17,M,294M,294,"Redpoint Ventures, Norwest Venture Partners, Sierra Ventures"
673,JOLLY Information Technology,B,1,5/29/18,E-commerce & direct-to-consumer,Hangzhou,China,Asia,1/1/08,M,96M,96,"Legend Capital, CDH Investments, Sequoia Capital China"
674,K Health,B,1,1/19/21,Health,New York,United States,North America,1/1/16,M,271M,271,"Max Ventures, Mangrove Capital Partners, 14W"
675,Mofang Living,B,1,4/13/16,E-commerce & direct-to-consumer,Shanghai,China,Asia,1/1/09,M,650M,650,"Warburg Pincus, Aviation Industry Corporation of China"
676,Spendesk,B,1,1/18/22,Fintech,Paris,France,Europe,1/1/15,M,314M,314,"Index Ventures, Eight Roads Ventures, General Atlantic"
677,TaxBit,B,1,8/4/21,Fintech,Draper,United States,North America,1/1/18,M,236M,236,"Insight Partners, Coinbase Ventures, PayPal Ventures"
678,XiaoZhu,B,1,11/1/17,Travel,Beijing,China,Asia,1/1/12,M,572M,572,"Morningside Ventures, Capital Today, JOY Capital"
679,Yijiupi,B,1,9/20/18,Consumer & retail,Beijing,China,Asia,1/1/14,M,511M,511,"Source Code Capital, Meituan Dianping, Tencent Holdings"
680,YunQuNa,B,1,6/29/21,"Supply chain, logistics, & delivery",Shanghai,China,Asia,1/1/15,M,207M,207,"Source Code Capital, Coatue Management, DCM Ventures"
681,Bordrin Motors,B,1,6/3/19,Auto & transportation,Shanghai,China,Asia,1/1/16,M,362M,362,"China Grand Prosperity Investment, CSC Group"
682,Aleo,B,1,2/7/22,Cybersecurity,San Francisco,United States,North America,1/1/19,M,228M,228,"Slow Ventures, Andreessen Horowitz, SoftBank Group"
683,Coocaa,B,1,3/16/18,Hardware,Shenzhen,China,Asia,1/1/06,M,218M,218,"Baidu, Tencent Holdings"
684,Gymshark,B,1,8/14/20,E-commerce & direct-to-consumer,Solihull,United Kingdom,Europe,1/1/12,M,262M,262,General Atlantic
685,M1 Finance,B,1,7/14/21,Fintech,Chicago,United States,North America,1/1/15,M,323M,323,"Left Lane Capital, Clocktower Technology Ventures, Jump Capital"
686,Ouyeel,B,1,6/27/19,Internet software & services,Shanghai,China,Asia,1/1/15,M,432M,432,Taigang Venture Capital
687,SonderMind,B,1,7/28/21,Health,Denver,United States,North America,1/1/14,M,183M,183,"Kickstart Fund, General Catalyst, Drive Capital"
688,Astranis Space Technologies,B,1,4/14/21,Mobile & telecommunications,San Francisco,United States,North America,1/1/15,M,303M,303,"Refactor Capital, Andreessen Horowitz, Fifty Years Fund"
689,Away,B,1,5/15/19,E-commerce & direct-to-consumer,New York,United States,North America,1/1/15,M,181M,181,"Global Founders Capital, Comcast Ventures, Forerunner Ventures"
690,Cabify,B,1,1/22/18,Auto & transportation,Madrid,Spain,Europe,1/1/11,M,407M,407,"Seaya Ventures, Otter Rock Capital, Rakuten"
691,Clarify Health,B,1,4/5/22,Health,San Francisco,United States,North America,1/1/15,M,328M,328,"KKR, Aspenwood Ventures, Spark Capital"
692,Coda,B,1,7/8/21,Internet software & services,Mountain View,United States,North America,1/1/14,M,240M,240,"Greylock Partners, General Catalyst, Khosla Ventures"
693,Deezer,B,1,8/2/18,Internet software & services,Paris,France,Europe,1/1/07,M,532M,532,"Orange Digital Ventures, Access Industries"
694,Degreed,B,1,4/13/21,Edtech,Pleasanton,United States,North America,1/1/12,M,318M,318,"Signal Peak Ventures, Owl Ventures, Jump Capital"
695,Deliverect,B,1,1/24/22,Fintech,Ghent,Belgium,Europe,1/1/18,M,237M,237,"Newion Partners, SmartFin Capital, OMERS Ventures"
696,Envoy,B,1,1/11/22,Internet software & services,San Francisco,United States,North America,1/1/13,M,170M,170,"Andreessen Horowitz, Initialized Capital, TriplePoint Capital"
697,Epidemic Sound,B,1,3/11/21,Internet software & services,Stockholm,Sweden,Europe,1/1/09,M,509M,509,"EQT Partners, Blackstone"
698,Figment,B,1,12/20/21,Internet software & services,Toronto,Canada,North America,1/1/18,M,165M,165,"Bonfire Ventures, Two Sigma Ventures, FJ Labs"
699,Firebolt,B,1,1/26/22,Data management & analytics,Tel Aviv,Israel,Asia,1/1/19,M,264M,264,"TLV Partners, Zeev Ventures, Bessemer Venture Partners"
700,Five Star Business Finance,B,1,3/26/21,Other,Chennai,India,Asia,1/1/84,M,456M,456,"Sequoia Capital India, Tiger Global Management, Tencent"
701,GupShup,B,1,4/8/21,Internet software & services,San Francisco,United States,North America,1/1/11,M,384M,384,"Helion Venture Partners, Tiger Global management, CRV"
702,Kong,B,1,12/31/20,Internet software & services,San Francisco,United States,North America,1/1/07,M,169M,169,"New Enterprise Associates, CRV, Index Ventures"
703,Koudai,B,1,10/23/14,E-commerce & direct-to-consumer,Beijing,China,Asia,1/1/10,M,368M,368,"New Enterprise Associates, Tiger Global management, Tencent"
704,Panther Labs,B,1,12/2/21,Cybersecurity,San Francisco,United States,North America,1/1/18,M,141M,141,"Innovation Endeavors, s28 Capital, Lightspeed Venture Partners"
705,Papa,B,1,11/4/21,Health,Miami,United States,North America,1/1/16,M,241M,241,"Initialized Capital, Canaan Partners, Sound Ventures"
706,Pristyn Care,B,1,12/7/21,Health,Gurugram,India,Asia,1/1/18,M,177M,177,"Sequoia Capital India, Hummingbird Ventures, Epiq Capital"
707,Rebel Foods,B,1,10/7/21,E-commerce & direct-to-consumer,Pune,India,Asia,1/1/11,M,521M,521,"Sequoia Capital India, Lightbox Ventures, Coatue Management"
708,Salt Security,B,1,2/10/22,Cybersecurity,Palo Alto,United States,North America,1/1/16,M,271M,271,"Y Combinator, S Capital, Tenaya Capital"
709,Scalable Capital,B,1,6/8/21,Fintech,Munich,Germany,Europe,1/1/14,M,314M,314,"BlackRock, Tengelmann Ventures, Holtzbrinck Ventures"
710,SparkCognition,B,1,1/25/22,Artificial intelligence,Austin,United States,North America,1/1/13,M,286M,286,"March Capital Partners, Temasek, Doha Venture Capital"
711,Stash,B,1,2/3/21,Fintech,New York,United States,North America,1/1/15,M,426M,426,"Goodwater Capital, Entree Capital, Valar Ventures"
712,Symphony,B,1,5/16/17,Fintech,New York,United States,North America,1/1/14,M,511M,511,"BNP Paribas, Goldman Sachs, Google"
713,Tripledot,B,1,2/14/22,Mobile & telecommunications,London,United Kingdom,Europe,1/1/17,M,202M,202,"Lightspeed Venture Partners, Access Industries, Eldridge"
714,VideoAmp,B,1,10/21/21,Internet software & services,Los Angeles,United States,North America,1/1/14,M,382M,382,"Simon Equity Partners, Wavemaker Partners, Anthem Venture Partners"
715,Yidian Zixun,B,1,10/17/17,Mobile & telecommunications,Beijing,China,Asia,1/1/21,M,151M,151,"Phoenix New Media, Tianjin Haihe Industry Fund"
716,Yotpo,B,1,3/18/21,Internet software & services,New York,United States,North America,1/1/11,M,436M,436,"Bessemer Venture Partners, Vintage Investment Partners, Blumberg Capital"
717,Neon,B,1,2/14/22,Fintech,Sao Paulo,Brazil,South America,1/1/16,M,720M,720,"Propel Venture Partners, Monashees+, BBVA"
718,Veepee,B,1,7/2/07,E-commerce & direct-to-consumer,La Plaine Saint-Denis,France,Europe,1/1/01,,,,"Summit Partners, Qatar Holding"
719,Alloy,B,1,9/30/21,Fintech,New York,United States,North America,1/1/15,M,156M,156,"Bessemer Venture Partners, Eniac Ventures, Canapi Ventures"
720,Epirus,B,1,2/14/22,Other,Hawthorne,United States,North America,1/1/18,M,287M,287,"8VC, Bedrock Capital, Broom Ventures"
721,Klook,B,1,8/7/18,Travel,Central,Hong Kong,Asia,1/1/14,M,722M,722,"Sequoia Capital China, Goldman Sachs, Matrix Partners China"
722,Yaoshibang,B,1,6/15/21,Health,Guangzhou,China,Asia,1/1/15,M,496M,496,"Green Pine Capital Partners, Ivy Capital, DCM Ventures"
723,Signifyd,B,1,4/15/21,Fintech,San Jose,United States,North America,1/1/11,M,390M,390,"Menlo Ventures, Resolute Ventures, IA Ventures"
724,Motorway,B,1,11/29/21,E-commerce & direct-to-consumer,London,United Kingdom,Europe,1/1/17,M,276M,276,"Marchmont Ventures, BMW i Ventures, Index Ventures"
725,RIDI,B,1,1/24/22,E-commerce & direct-to-consumer,Seoul,South Korea,Asia,1/1/08,M,178M,178,"Atinum Investment, Company K Partners, GIC"
726,Athletic Greens,B,1,1/25/22,Health,New York,United States,North America,1/1/10,M,115M,115,"SC.Holdings, Not Boring Capital, Bolt Ventures"
727,GPclub,B,1,10/22/18,Other,Seoul,South Korea,Asia,1/1/03,M,67M,67,Goldman Sachs
728,Grove Collaborative,B,1,9/6/19,E-commerce & direct-to-consumer,San Francisco,United States,North America,1/1/16,M,475M,475,"MHS Capital, NextView Ventures, Mayfield Fund"
729,Tongdun Technology,B,1,4/25/19,Cybersecurity,Hangzhou,China,Asia,1/1/13,M,252M,252,"Advantech Capital, Temasek Holdings Ltd., Tiantu Capital Co."
730,Unisound,B,1,7/19/18,Artificial intelligence,Beijing,China,Asia,1/1/12,M,361M,361,"Qiming Venture Partners, China Internet Investment Fund, Qualcomm Ventures"
731,Betterment,B,1,9/29/21,Fintech,New York,United States,North America,1/1/10,M,335M,335,"Bessemer Venture Partners, Menlo Ventures, Anthermis"
732,Cava Group,B,1,4/27/21,Other,Washington,United States,North America,1/1/10,M,738M,738,"SWaN & Legend Ventures, Revolution Growth, Invus Group"
733,CoinTracker,B,1,1/27/22,Fintech,San Francisco,United States,North America,1/1/17,M,102M,102,"Initialized Capital, General Catalyst, Kraken Ventures"
734,DistroKid,B,1,8/16/21,Internet software & services,New York,United States,North America,1/1/13,,,,"Insight Partners, Silversmith Capital Partners, Spotify"
735,Domestika,B,1,1/27/22,Internet software & services,Berkeley,United States,North America,1/1/12,M,130M,130,"Zeev Ventures, GSV Ventures"
736,Flock Freight,B,1,10/20/21,"Supply chain, logistics, & delivery",Encinitas,United States,North America,1/1/15,M,399M,399,"SignalFire, GLP Capital Partners, Google Ventures"
737,InSightec,B,1,3/6/20,Health,Tirat Carmel,Israel,Asia,1/1/99,M,633M,633,"York Capital Management, GE Healthcare, Koch Disruptive Technologies"
738,Island,B,1,3/23/22,Internet software & services,Dallas,United States,North America,1/1/20,M,215M,215,"Insight Partners, Sequoia Capital, Stripes Group"
739,iTrustCapital,B,1,1/11/22,Fintech,Long Beach,United States,North America,1/1/18,M,128M,128,"Left Lane Capital, Walden Venture Capital"
740,Konfio,B,1,9/29/21,Fintech,Mexico City,Mexico,North America,1/1/13,M,378M,378,"Kaszek Ventures, QED Investors, International Finance Corporation"
741,LinkTree,B,1,3/16/22,Internet software & services,Melbourne,Australia,Oceania,1/1/16,M,166M,166,"AirTree Ventures, Insight Partners, Index Ventures"
742,Loadsmart,B,1,2/1/22,"Supply chain, logistics, & delivery",New York,United States,North America,1/1/14,M,336M,336,"Chromo Invest, Maersk Growth, BlackRock"
743,Lukka,B,1,1/14/22,Fintech,New York,United States,North America,1/1/14,M,201M,201,"Liberty City Ventures, Soros Fund Management, Summer Capital"
744,Manner,B,1,12/24/20,Other,Shanghai,China,Asia,1/1/15,M,10M,10,"Coatue Management, H Capital, Capital Today"
745,The Brandtech Group,B,1,11/19/19,Other,New York,United States,North America,1/1/15,M,610M,610,Undisclosed
746,TravelPerk,B,1,1/12/22,Travel,Barcelona,Spain,Europe,1/1/15,M,408M,408,"LocalGlobe, Kinnevik, Felix Capital"
747,YugaByte,B,1,10/28/21,Data management & analytics,Sunnyvale,United States,North America,1/1/16,M,291M,291,"Lightspeed Venture Partners, Dell Technologies Capital, Wipro Ventures"
748,Intercom,B,1,3/27/18,Internet software & services,San Francisco,United States,North America,1/1/11,M,241M,241,"FirstMark Capital, Tiger Global Management"
749,OVO Energy,B,1,2/14/19,Other,Bristol,United Kingdom,Europe,1/1/09,M,324M,324,"Mitsubishi Corporation, Mayfair Equity Partners"
750,BigID,B,1,12/16/20,Cybersecurity,New York,United States,North America,1/1/15,M,246M,246,"BOLDstart Ventures, SAP.iO Fund, Scale Venture Partners"
751,CaptivateIQ,B,1,1/26/22,Fintech,San Francisco,United States,North America,1/1/14,M,165M,165,"Sequoia Capital, Y Combinator, Accel"
752,Flipdish,B,1,1/13/22,Internet software & services,Dublin,Ireland,Europe,1/1/15,M,157M,157,"Tencent Holdings, Tiger Global Management, Global Founders Capital"
753,Honor Technology,B,1,10/5/21,Internet software & services,San Francisco,United States,North America,1/1/14,M,325M,325,"Andreessen Horowitz, Prosus Ventures, Thrive Capital"
754,Incode Technologies,B,1,12/7/21,Cybersecurity,San Francisco,United States,North America,1/1/15,M,257M,257,"Dila Capital, Framework Ventures, 3L"
755,Kuaikan Manhua,B,1,12/1/17,Internet software & services,Beijing,China,Asia,1/1/14,M,594M,594,"Sequoia Capital China, CMC Capital Partners, Tencent Holdings"
756,Marshmallow,B,1,9/8/21,Fintech,London,United Kingdom,Europe,1/1/17,M,116M,116,"Passion Capital, Hedosophia, Outrun Ventures"
757,Mythical Games,B,1,11/4/21,Internet software & services,Sherman Oaks,United States,North America,1/1/18,M,260M,260,"Javelin Venture Partners, Struck Capital, Alumni Ventures Group"
758,Route,B,1,1/21/22,"Supply chain, logistics, & delivery",Lehi,United States,North America,1/1/18,M,482M,482,"Madrona Venture Group, Banner Ventures, FJ Labs"
759,Tackle.io,B,1,12/21/21,Internet software & services,Boise,United States,North America,1/1/16,M,148M,148,"Andreessen Horowitz, Bessemer Venture Partners, Coatue Management"
760,Nexii,B,1,9/8/21,Other,Vancouver,Canada,North America,1/1/20,M,45M,45,"Trane Technologies, Honeywell"
761,GalaxySpace,B,1,11/17/20,Mobile & telecommunications,Beijing,China,Asia,1/1/16,M,14M,14,"Shunwei Capital Partners, 5Y Capital, Legend Capital"
762,Insider,B,1,2/28/22,Internet software & services,Istanbul,Turkey,Europe,1/1/12,M,167M,167,"Wamda Capital, Endeavor, Riverwood Capital"
763,Spiber,B,1,9/8/21,Other,Tsuruoka,Japan,Asia,1/1/07,M,520M,520,"Cool Japan Fund, JAFCO, The Carlyle Group"
764,Ada Support,B,1,5/7/21,Artificial intelligence,Toronto,Canada,North America,1/1/16,M,191M,191,"Version One Ventures, Bessemer Venture Partners, FirstMark Capital"
765,AgentSync,B,1,12/7/21,Fintech,Denver,United States,North America,1/1/18,M,111M,111,"Craft Ventures, Caffeinated Capital, Operator Collective"
766,Alation,B,1,6/3/21,Internet software & services,Redwood City,United States,North America,1/1/12,M,192M,192,"Costanoa Ventures, Data Collective, Salesforce Ventures"
767,BigPanda,B,1,1/12/22,Artificial intelligence,Mountain View,United States,North America,1/1/12,M,317M,317,"Advent International, Battery Ventures, Sequoia Capital Israel"
